text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
ah ford porra feia do caralho kkk,1,1,0,0,0,0,0
será que a retardada da minha irma parou de me seguir,1,0,0,0,0,0,0
tem algumas que tem boceta e chupa outras boceta . porque não pode chupar o xibiu do sexo oposto ?,0,1,0,0,0,0,0
puta mano sou muita fa dela,0,1,0,0,0,0,0
retweeet aquela pegada na pica pra mostrar que a pica está buracada . pelas veias dar pra notar bíceps berinjela,0,1,0,0,0,0,0
momento depopular opinion mas mano eu sei que tem umas coisas muita básicas que a gente pressupõe que todo mundo sabe mas esse negocio de silencio o jovem esta descobrindo . as vezes e estão ? tipo pelo menos agora a pessoa sabe você não nasceu sabendo de tudo também né caralho,0,1,0,0,0,0,0
retweeet durmo meia hora acordo chato do caralho dorme so filho da puta,1,1,0,0,0,0,0
sou uma burra trouxa babaca e muita filho da puta,1,1,0,0,0,0,0
saudade de olhar no espelho e pensar caralho to muito gato,0,1,0,0,0,0,0
todo preso vai ter esse direito porra ?,0,1,0,0,0,0,0
retweeet isso não e uma boceta e um buraco pra outra dimensão rosto gritando de medo,0,1,0,0,0,0,0
se eu sair de casa vai ser pra tomar suco de beterraba . to com uma puta vontade,0,1,0,0,0,0,0
tri meu olha a declaração do deco nascimento pra imprensa . tem o que na cabeça um abobado desses pra falar isso ? puta que pariu .,1,1,0,0,0,0,0
acordei com a seguinte mensagem arrombei o seu portão te gritei pra cacete e você me deixou na chuva . confesso que estou um pouco assustada .,0,1,0,0,0,0,0
povo sem noção ! pra mim tinha que ficar sem baile nessa merda ate janeiro foi uma puta perda foi qualquer um que morreu não caralho,1,1,0,0,0,0,0
retweeet puta merda a mara é perfeita,0,1,0,0,0,0,0
retweeet não adianta ser negro e pregar fogo nos racistas em rede social se tu e a porra de um homofóbico e fala que vai chutar macumba .,0,1,0,0,0,0,0
vai toma no cu amiga vegetal e sua linda bunda,1,1,0,0,0,0,0
esse time está foda mas agora imagina com a sheila voltando . puta que pariu ninguém segura,0,1,0,0,0,0,0
fui dar uma salteada básica e minha autoestima está no chão kkk que inferno eu sou bonita mas essa desgraçada e mulher demais,1,0,0,0,0,0,0
macho e um nojo né ? se você não responde o flerte bosta já fica todo putinho . meninos entendam não somos obrigadas a nada não somos obrigadas a nada não somos obrigadas a nada eu hein pau no cu de vocês,1,1,0,0,0,0,0
porra nem fala kkk,0,1,0,0,0,0,0
moleque mais feio está pra nascer kkk,1,0,0,0,0,0,0
retweeet bom dia arrombada pega teu remédios e vai pra luta,1,1,0,0,0,0,0
hoje eu levei gas pra loja fedi hoje tomei no cu legal,0,1,0,0,0,0,0
retweeet ai caralho,0,1,0,0,0,0,0
que preguiça de ir pra mangueira puta que pariu,0,1,0,0,0,0,0
vejo vídeos como esse e depois tenho que ver brancos tentando ganhar simpatia por ter se ofendido com piadinhas na internet mano vai se foder enquanto vocês se ofendem com isso pretos estão sendo tratados dessa forma ai na vida real,1,1,0,0,0,0,0
vence o jovem e cheio de patifaria brother,1,1,0,0,0,0,0
lembro do dia que os cana me parou saindo do apo mesmo sem nada eles veio de gracinha querendo me revistar sem ter nenhuma policial mulher começaram a me xingar mandei logo tnc e falei pra me levarem para delegacia .,1,1,0,0,0,0,0
eu odeio as ligações da vivo puta que pariu que perturba-o,0,1,0,0,0,0,0
atoa para porra,1,1,0,0,0,0,0
kkk porra eu queria tanto viver esse meme,0,1,0,0,0,0,0
claro que fez ele e um idiota,1,0,0,0,0,0,0
me da um ódio quando eu faço algo bom aqui tipo o café ou o almoço ou so deixo que casa cheirosa e arrumada e entra alguém e fala está boa para casar enfia esse casamento no seu cu porra to boa pra viver longe de vocês isso sim,1,1,0,0,0,0,0
tu me respeita rapa seu lixo kkk,1,1,0,0,0,0,0
lixo estuda no elite ainda rosto chorando de rir rosto chorando de rir rosto chorando de rir,1,0,0,0,0,0,0
a nasa deveria estudar essa minha vontade de foder contigo,0,1,0,0,0,0,0
caralho isadora vai te foder tu e muito linda casa comigo,0,1,0,0,0,0,0
as banhas do teu cu piranha kkk,1,1,0,0,0,0,1
basta acreditar que o ser humano escolhe o sexo . basta acreditar que criticar alguém por seus atos e igual a criticar alguém por suas caracteristicas físicas . basta acreditar que a esquerda quer o bem de todos . acreditar em so uma dessas já te torna um idiota . tem imbecil nos lados .,1,0,0,1,0,0,0
essa oi e uma filha da puta rosto com símbolos na boca,1,1,0,0,0,0,0
porra gente vamos acertar esse passe,0,1,0,0,0,0,0
pleno sábado chuvoso a resistência do chuveiro elétrico fica ruim . fui obrigado a tomar banho em minutos num frio do caralho,0,1,0,0,0,0,0
mas e se a gente gosta de uma pessoa que so caga no pau e embaça o role ? tu esconde e cuida de você ou cuida dele e passa pano ? hahhahaha,0,1,0,0,0,0,0
to me roendo desde hoje pra ir pra tardezinha amanha viu puta que pariu,0,1,0,0,0,0,0
minha play list tem umas musicas que eu ouço e penso de onde eu tirei esse caralho ?,0,1,0,0,0,0,0
acordei agora e seguinte eu to gelada ainda kkk não to entendendo nada kkk so quero uma coca e vamos ale caralho,0,1,0,0,0,0,0
porra hoje tem festa e ninguém comprei ainda rosto risonho com gota de suor foda,0,1,0,0,0,0,0
ok brasil vamos ganhar nesse vôlei porra,0,1,0,0,0,0,0
eu já falei porra,1,1,0,0,0,0,0
retweeet tenho que parar com essa mania de achar que fulano e diferente . porque no final e o mesmo pau no cu igual todos os outros . dedo do meio pele morena escura,1,1,0,0,0,0,0
so queria um calorzinho puta dia feio e frio da porra,1,1,0,0,0,0,0
gabi ? kkk puta que pariu,0,1,0,0,0,0,0
porra mano mas a sandália é pica demais sendo que impossível comprar nesse preço achei que ia ser uns no max,0,1,0,0,0,0,0
não teria como o corinthians ir atrás não ? que porra de show de samba,0,1,0,0,0,0,0
que enjoo puta merda,0,1,0,0,0,0,0
paga nada seu burro,1,0,0,0,0,0,0
fui vacinar nesse caralho quase,1,1,0,0,0,0,0
ódio de tudo caralho toma no cu rosto chorando aos berros rosto furioso rosto furioso rosto furioso,1,1,0,0,0,0,0
mas também e cada pergunta e cada pauta idiota . vocês acham que o presidente e sem noção ? decorem minhas ex e chefes . kkk ai saberão o que e gente que fala o que pensa .,1,0,0,0,0,1,0
alias seria ate idiota fazer isso já que de longe e a parte mais popular entre o publico feminino no japão .,1,0,0,0,0,0,0
retweeet eu também amo as tuas tetas ! rosto chorando de rir rosto chorando de rir rosto com sorriso maroto coração vermelho,0,1,0,0,0,0,0
que ressaca do caralho,0,1,0,0,0,0,0
porrra eu queria ter esse defeito,0,1,0,0,0,0,0
so você . imagina eu como estou viado kkk,0,0,0,1,0,0,0
hoje fiz de almoço lombo suíno no abacaxi e couve flor ao molho branco rosto saboreando comida,1,0,0,0,0,0,0
retweeet ate porque feio e sem talento é desgraça demais pra uma pessoa so,1,0,0,0,0,0,0
ai não queria entrar nesse ritmo de mudança de casa puta que pariu,0,1,0,0,0,0,0
e nisso são uns campeões . irritantes da porra .,1,1,0,0,0,0,0
puta que pariu não lembro das coisas mano,0,1,0,0,0,0,0
trouxa,1,0,0,0,0,0,0
ainda tem idiota que fala que so e futebol nunca será so futebol coração verde bandeira africa foguete foguete foguete,1,0,0,0,0,0,0
acordar com a noticia de que a madrasta a puta que ajudou matar a mel foi presa . desculpe mas prisão e pouco rosto com símbolos na boca rosto furioso descanse em paz anjinho mel !,1,1,0,0,0,1,0
retweeet olha no que transformaram manchester united e milan . times feios pra cacete .,1,0,0,0,0,0,0
caralho eu ganhei wtf ?,0,1,0,0,0,0,0
puta que pariu perfeita,0,1,0,0,0,0,0
jung deve ser estão bitola com o taehyung eu juro pra vocês que eu sou soft por tangi mas é um outro nível de sofresse eu não consigo nem explicar,0,0,0,1,0,0,0
comprou um jatinho com o dinheiro do filho da puta !,1,1,0,0,0,0,0
odeio tomar abuso das pessoas puta que pariu,0,1,0,0,0,0,0
e os gays comemoram,0,0,0,1,0,0,0
bando de biscoiteira do caralho,1,1,0,0,0,0,0
caralho com tem uma pessoa que eu sou ídolo e o cara puta que pariu o cara e incrível,0,1,0,0,0,0,0
apanhou foi pouco arrombado,1,1,0,0,0,0,0
segunda ter que voltar pra ver a cara daqueles urubu puta que pariu chorando,1,1,0,0,0,0,0
e hoje porra,0,1,0,0,0,0,0
depois toma umas porrada vem se difamar falando que a culpa e da policia vai se foder,1,1,0,0,0,0,0
retweeet quem ajuda os outros so toma no cu mesmo kk,0,1,0,0,0,0,0
mas que caralho eu não acho a foto referencia que eu quero ah so tenho ela no celular e e um role muito grande passar pro computador,0,1,0,0,0,0,0
porrra mano tnc que ódio filha do puta do caralho boceta peru cu,1,1,0,0,0,0,0
caralho está muito incrível puta que pariu,0,1,0,0,0,0,0
mal recebe a porra do salário e já vai para cidade fazer comprinhas excelente,0,1,0,0,0,0,0
cadeia nesse canalha corrupto rosto sorridente com óculos escuros,1,0,0,0,0,0,0
acabou . vem toquei porra,0,1,0,0,0,0,0
que agonia da porra mano ela devia ter virado apontando a faca pra ele,0,1,0,0,0,0,0
saudade dos meus amigos porra,0,1,0,0,0,0,0
essa lista está no menino ridícula gente nada contra a lazzo mas a mulher acabou de lançar o debut como que vai cantar no supercopa ?,1,0,0,0,0,0,0
homens também tem baixa auto estima também ei homem você que está lendo isso você e feio,1,0,0,0,0,0,0
detesto pais mente fechada que tem filhos que já são maior de idade proibindo de fazer coisas simples como um furo no nariz apenas gente fala serio um furo no nariz puta que pariu,0,1,0,0,0,0,0
puta merda brasil,1,1,0,0,0,0,0
retweeet acha bonito ser estão piranha ? sim inclusive se tiver algum amigo solteiro manda pra nos,1,0,0,0,0,1,0
retweeet puta que pariu mano baralhada bonita do caralho,1,1,0,0,0,0,0
hum dura na sonsinha não tem so vilão eu sei corno se você tivesse lido o caralho do livro também ia saber inferno para de querer se achar o diferençado so tem gente arrogante nesse caralho dessa casa,1,1,0,0,0,0,0
moro esperneia em meio a pior rale . refém do mais escroto bolsonarismo agarra se a juristas terrivelmente evangélicos e sujeitos sórdidos como magno malta tentando um suspiro . jamais uma gloria desde sempre vazia virou escoria em estão pouco tempo . justiça e isso juiz ladrão !,1,0,0,0,0,0,0
kkk eles começaram a rir e devem ter pensado puta que pariu já falou merda rosto chorando de rir,0,1,0,0,0,0,0
está um puta frio vou sair com a coberta na rua,0,1,0,0,0,0,0
vitoria brilhos assim eu me apaixono rosto risonho com gota de suor coração vermelho coração vermelho rosto sorridente com corações minha melhor coração brilhante duas mulheres de mãos dadas eu cuido de você e do baby rosto implorando minha melhor coração brilhante duas mulheres de mãos dadas kkk vitoria brilhos filho da puta brinca muito rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir,0,1,0,0,0,0,0
a vence também,1,1,0,0,0,0,0
caralho andara,0,1,0,0,0,0,0
putinha do margeante do cear,1,1,0,0,0,1,0
retweeet so em pensar que segunda feira vou ser obrigada a botar os meus pés na minha escola que so tem retardado olha .,1,0,0,0,0,0,0
retweeet puta que pariu que homem gostoso,0,1,0,0,0,0,0
vou levar o pra me ajudar lavar a maquina e a estradinha está fodido kkk,1,1,0,0,0,0,0
retweeet bike facilita tanto corre puta que pariu,0,1,0,0,0,0,0
retweeet deixa eu chupar seu pau ?,0,1,0,0,0,0,0
queria está treinando vôlei mas a escola simplesmente está cagando pro time base vai tomar no cu também,1,1,0,0,0,0,0
to puto com gente que está falando mal de asar e estão bom kkk,1,0,0,0,0,0,0
bicha se esse cara não se ligar pra essas diretas e muito lerdo mesmo . ate eu botaria,0,0,0,1,0,0,0
pra nós rachar e fazer um abreviação ninguém me intima né seus caralho,1,1,0,0,0,0,0
ministério . barroso discursando com aquele cinismo de sempre afirmando que não entendia todo o estardalhaço dos vazamentos criminosos e que nada mudava o fato da petrobras ter sido saqueada . deve está com o cu na mao ! e o conteúdo filho da puta vamos deixar pra la mesmo ? teu nome está la né ? !,1,1,0,0,0,0,0
aludi tem que ganhar aquele sorteio puta que pariu,0,1,0,0,0,0,0
retweeet parelha gostoso da rola grossa .,0,1,0,0,0,0,0
porra eu quero ficar falando merda com a antes da prova e a desgraça desliga a internet,1,0,0,0,0,0,0
porra amo muito mas foda é o bolo inteiro mesmo,0,1,0,0,0,0,0
puta que pariu as jogadoras da republica dominicana todas são duais,0,1,0,0,0,0,0
retweeet por isso bato neurose amiga e o caralho amiga sou eu .,1,1,0,0,0,0,0
deitar o caralho ! vai trabalhar filho da puta,1,1,0,0,0,0,0
eu to morrendo de saudade dessa porra,0,1,0,0,0,0,0
retweeet caralho so graça ontem,0,1,0,0,0,0,0
nossa puta que pariu que ódio quero que morre esses lixos tudo,1,1,0,0,0,0,0
não deixa empatar puta que pariu,0,1,0,0,0,0,0
tava vendo uns vídeos do filipe ret e mano ? ele nunca foi feio ? puta que pariu homem lindo da porra,0,1,0,0,0,0,0
larapio . você quem deve ser afastado junto com a corja que envergonha o brasil . fora cambada de corruptos .,1,0,0,0,0,0,0
enfia o teu palpite no cu inferno de pinto,1,1,0,0,0,0,0
favorito rosto vomitando primeira impressão chata irritante coração com flecha nível de proximidade brilhos uma mensagem pra você te odeio feia rosto fervendo de calor pop dm e o tédio vamos,1,0,0,0,0,0,0
já pensou que pica pau pode ser o nome de uma posição sexual gay,0,1,0,0,0,0,0
caralho minha namorada e uma gostosa mesmo,0,1,0,0,0,0,0
contra a violência porem fogo nos racistas,1,0,0,0,0,0,0
mano eu não quero ir pra aula segunda feira puta merda,0,1,0,0,0,0,0
vou comer o cu de quem está lendo,1,1,0,0,0,0,0
vou começa a te chamar de feio então,1,0,0,0,0,0,0
rancor de gente assim,1,0,0,0,0,0,0
to morrendo de dor puta que pariu,0,1,0,0,0,0,0
vai macho comedor fode gostoso o rabo guloso do meu puto ! se precisar eu vou estar aqui em baixo vendo de pertinho essa cena maravilhosa !,0,1,0,0,0,0,0
retweeet eu não to com saudade de porra nenhuma da minha escola so quero ferias de novo,0,1,0,0,0,0,0
a mina passando mal e o cara jogando que babaca,1,0,0,0,0,0,0
retweeet iludida demais puta que pariu,0,1,0,0,0,0,0
foi bom pra quem ohm ? so tomada no cu segura,0,1,0,0,0,0,0
que porra e essa ? eu matava,1,1,0,0,0,0,0
puta que pariu e relíquia kkk legal ele,0,1,0,0,0,0,0
não tem bom dia boa tarde boa noite não tem sorrisinho não tem conversa com nenhum gambá cara feia camisa do palmeiras no corpo agressividade amanha tem derby e tem que ter raiva dessa raça maldita .,1,0,0,0,1,0,0
caio chama geral ! não tem hora pra acabar to sozinho mesmo . quem quiser beijar beija . quem quiser foder fode . so não pode destruir a casa kkk e isso irmãos . resenha vai fluir,0,1,0,0,0,0,0
então chupa rola né amore kakakakakak,0,1,0,0,0,0,0
esse vagabundo não tem nada a perder . o mais valioso ele perdeu a dignidade de ser um homem honesto .,1,0,0,0,0,0,0
retweeet foi assim que eu e o deixamos o cu da cadela ! canil do fogão belga .,0,1,0,0,0,1,0
gostam do meu rabo ?,0,1,0,0,0,0,0
retweeet cliente novinho anos . me apelou na minha rola rosto sorridente com chifres rosto sorridente com chifres berinjela berinjela pêssego pêssego mas que eu estoquei com forca eu estoquei hahaha,0,1,0,0,0,0,0
vá se foder filho da puta,1,1,0,0,0,0,0
to precisando de uns parcas que me chama pra alguma resenha to mais preço do que o lula puta que pariu,0,1,0,0,0,0,0
ué porra que tipo de desgraçada mental baseia relacionamento em uma coisa estão fútil ? que inferno,1,1,0,0,0,0,0
retweeet roof no inferno créditos ao ícone tcc de cu e rola,0,1,0,0,0,0,0
retweeet chifrada gostosa do caralho !,0,1,0,0,0,0,0
asia e cube não cansam de tomar no cu puta que pariu empresas burras do caralho,1,1,0,0,0,0,0
ninguém e obrigado a nada e ninguém e capacho de ninguém porra,0,1,0,0,0,0,0
ai que nervoso o brasil tem que ganhar porra,0,1,0,0,0,0,0
retweeet mano vai se foder com o corpo das dominicanas e a oitava maravilha do mundo,1,1,0,0,0,1,0
to passando mal para caralho,0,1,0,0,0,0,0
o meu pau rosinha ai dentro da sua bocetinha rosto sorridente com chifres,0,1,0,0,0,0,0
retweeet está porra tenho animo pra nada depois de uma semana de aula dessas,0,1,0,0,0,0,0
tira da porra do jogo filho da puta,1,1,0,0,0,0,0
a grama do purple bush puta que pariu que roubo,0,1,0,0,0,0,0
kkkskmskskskskkaksksk vai te foder seu pederasta,1,1,0,0,0,0,0
o mamando o amigo hetero puto demais né apoio,0,1,0,0,0,0,0
retweeet que dia lindo vá se foder,0,1,0,0,0,0,0
estou no trabalho ainda hoje estou aqui em alphaville ainda está um frio da porra,0,1,0,0,0,0,0
? kkk puta que pariu mana falou merda em você não está na minha pele eu sei bem como eu devo militar eu sei bem oque eu devo militar você não concorda porque não conhece a realidade você so deixou os homens mais merdas ainda com esses comentários,1,0,0,0,0,0,0
o nome já diz campo grande gente e grande ! kkk são uns bairros em kkk tem dois guanabara . tem noção ? kkk bagulho tem vários shopping . então não vem com essa frase você mora em campo grande ? conhece fulano ? não ! não conheço caralho isso aqui e um pais !,0,1,0,0,0,0,0
retweeet vontade de abrir a alma e grande mas o medo de tomar no cu e maior,0,1,0,0,0,0,0
retweeet você bobeou e o uno de pau esta passando no seu feed,0,1,0,0,0,0,0
porra e como .,0,1,0,0,0,0,0
esse desgraçado podia faze uma live sozinho de novo ao invés de roubar a dos outros ah rosto zangado soco soco,1,0,0,0,0,0,0
sim puta que pariu,0,1,0,0,0,0,0
kkk porra hoje teve festival de neguinho dormindo na call mais cedo foi o luigi e de madrugada foi a tive que desconectar ela porque era quase da manha e ela tava la peidando na call kkk,0,1,0,0,0,0,0
o cu eu já tenho vai fazer o que eu falei e quero provas,0,1,0,0,0,0,0
esse pessoal de esquerda gostam de falar asneiras,1,0,0,0,0,0,0
vocês não medem o quanto to tremendo de frio caralho,0,1,0,0,0,0,0
barroso está com o cu na mao e não consegue esconder .,0,1,0,0,0,0,0
caralho mas a nevada não né kkk porra a mais foda fiquei decepcionada,0,1,0,0,0,0,0
o bahia e foda demais puta que pariu gigantes,0,1,0,0,0,0,0
retweeet sapatão sendo consolada por amiga hetero,0,1,0,1,0,0,0
todo dia um cis passando vergonha comentando não parece que e trans ou não tem uma aparência trans vai tomar no cu inferno,1,1,0,0,0,0,0
nublado e puta frio porque que so de sábado isso eu não tenho um dia de paz,0,1,0,0,0,0,0
ainda superei o fato de que estou morando com nicolas ha sete meses e nossa convivência era horrível ai chega com o chá de boceta virtual nesse menino e tudo la em casa melhorou,0,1,0,0,0,0,0
pau no meu cu .,1,1,0,0,0,0,0
retweeet bagulho e enfiar todas as expectativas no cu e viver suave,0,1,0,0,0,0,0
não fui eu quem fez mas também não sei quem foi achei por ai . eu acho a piranha bem legal,1,0,0,0,0,1,0
esse messias e um babaca da ideia pra ele não pô,1,0,0,0,0,0,0
retweeet nike eu te odeio ! karalho que tênis filho da puta,1,1,0,0,0,0,0
eu pai e foda viu puta que pariu,0,1,0,0,0,0,0
puta que pariu faz .,0,1,0,0,0,0,0
que boceta linda e gostosa,0,1,0,0,0,0,0
egua tem uma galera ai com cara de anos na timeline andando com meus amigos de puta que pariu crescem,1,0,0,0,0,0,0
eu acordei me mexi e ainda to bêbada puta que pariu,0,1,0,0,0,0,0
dei uns beijinhos fizemos um luau com uns baseado e uns violões na frente de uma praia depois boca na rola bebê infelizmente eu perdi ele,0,1,0,0,0,0,0
ester que ? ester me explica direito lee porra jumenta deixa de ser lerda isso porque eu amo ela corações girando polegar para cima,1,0,0,0,0,0,0
foda se a cor esse cara merecia apanhar lixo de pessoa,1,1,0,0,0,0,0
ate a porra das roupas são mixurucas kk aquilo está mais parecendo look pra cover do que pra clipe caralho,1,1,0,0,0,0,0
nossa que ridículo se eu tivesse la teria dado logo um soco na cara,1,0,0,0,0,0,0
czar burro da nisso ! assisti ao filme de elizabeth ai e ali sabe reinar um pais coração brilhante,1,0,0,0,0,0,0
siga caralho estacoes de serviço e o caralho ate o aveiro são todas nossas ate os comemos benfica e merda !,1,1,0,0,0,0,0
caralho que foda ela repartindo o peixe no meio kkk,0,1,0,0,0,0,0
retweeet gravei com um grupo gostoso na cama soquei meu cu no pau dele .,0,1,0,0,0,0,0
está tudo caro pra caralho,0,1,0,0,0,0,0
martin os amigo que eu gosto pra caralho pizza e weed,0,1,0,0,0,0,0
avozinho anos e um pau torto levemente inclinado em graus para a esquerda com uma curvatura pro sul,0,1,0,0,0,0,0
febre maldita estragou minha viagem,1,0,0,0,0,0,0
quando eu vejo o preço desses lanche eu penso porra da pra fazer em casa .,0,1,0,0,0,0,0
to fedendo a vodka maldita,1,0,0,0,0,0,0
eu tenho raiva de gente biscoiteira puta que pariu,1,1,0,0,0,0,0
eu queria pedir pra vocês não postarem boiler de descendentes não e todo mundo que viu essa porra acabou de estrear e aqui no brasileiro so semana que vem então eu conto com a empatia de vocês de não postarem boiler beijos,0,1,0,0,0,0,0
agora to indo me mudar rosto com olhar maravilhado puta que pariu que preguiça,0,1,0,0,0,0,0
dormi pra caralho kkk sono gostoso,0,1,0,0,0,0,0
na moral meu pai tem um mau gosto que puta que pariu estragou tudo a enfeite que eu estava querendo,0,1,0,0,0,0,0
laila vagabunda fez o lorenzo fala titia feia rosto furioso rosto furioso rosto furioso rosto furioso,1,0,0,0,0,1,0
ter saudades de alguém e muita fodido,0,1,0,0,0,0,0
velho conheci a pessoa esse ano estamos ficando próximos e puta que pariu ela mexe comigo de um jeito surreal amo muita essa pessoa juro ! isso e um problema porque pá ela nem sente a mesmo coisa triste realidade .,0,1,0,0,0,0,0
respeita as minhas meninas porra,0,1,0,0,0,0,0
ai porra sempre sonhei com esse tem que sair,0,1,0,0,0,0,0
caralho se eu pudesse aplaudir uma serie de pé essa seria,0,1,0,0,0,0,0
te amo filho da puta,0,1,0,0,0,0,0
não pode mas nem brincar nesse caralho,0,1,0,0,0,0,0
que sonho perfeito puta que pariu,0,1,0,0,0,0,0
kkk gente parem de zoar o macho branquinho que ate ontem falava que feministas eram vadias,1,0,0,0,1,0,0
retweeet enfiem no cu as rivalidades que vocês criam desnecessariamente e apreciem essas imagens lindas,1,1,0,0,0,0,0
o caralho,1,1,0,0,0,0,0
acordei com a minha mãe nos berro torcendo pra seleção feminino de vôlei pelo jeito vocês sofreram por aqui também hahahaha classificadas porra !,0,1,0,0,0,0,0
acho ridículo esse povo vendendo ingresso do arraiada velho na moral,1,0,0,0,0,0,0
mano so queria esse abreviação com esses fila da puta puta que pariu,0,1,0,0,0,0,0
credo como as pessoas são mal amadas,1,0,0,0,0,0,0
seria uma boa fazer isso com alguns juízes canalha do senado sem aviso ante .,1,0,0,0,0,0,0
retweeet eu sou feio pobre gordo ansioso inseguro lerdo mano eu sou um merda,1,0,0,0,0,0,0
puta que pariu heiin,0,1,0,0,0,0,0
como você e amargo mano caralho,1,1,0,0,0,0,0
ganhamos porra caralho,0,1,0,0,0,0,0
meu nome deveria deixar de ser carolina e passar ser a senhora arruma falação puta que pariu,0,1,0,0,0,0,0
jessica me meteu em uma que puta que pariu .,0,1,0,0,0,0,0
alguém da um mcdonald's mcdonalds pra ela a bichinha está so o osso,1,0,0,0,0,0,0
tava ali na frente com os cara no calorzinho trocando altas ideia porra vim para baia está uma fraca aqui dentro vá se foder rosto perseverante,0,1,0,0,0,0,0
retweeet pau no cu do lucas que me fez viciar naquele funk estranho dele kkk uh meu bom,1,0,0,0,0,0,0
ai vocês são chato pra caralho,1,1,0,0,0,0,0
sem querer ofender tua amiga mas puta que pariu que filha da puta ?,1,1,0,0,0,0,0
e melhor nós acertei aquela merda puta que pariu não aguento mais simulado,0,1,0,0,0,0,0
retweeet mais retardada que eu so duas de mim,1,0,0,0,0,0,0
coitada tem síndrome de pau,1,0,0,0,0,1,0
retweeet cigarro simpático fodasekkk,0,1,0,0,0,0,0
to indignada com essa merda nenhuma mulher deveria ser tratada assim e ainda achar normal ? puta que pariu parece um cachorro no cio,1,1,0,0,0,0,0
se depilar toda para a menstruação descer do nada puta merda,0,1,0,0,0,0,0
exatamente ! e assim mesmo que agem pode ver que em toda discussão entre um sulista com um paulista carioca mineiro eles sempre apelam pra isso e são homofóbicos infelizmente grande parte acha que so racismo e grave e deve ser considerado,0,0,0,0,0,0,1
trabalhar nesse sábado e essa chuvinha ainda puta que pariu,0,1,0,0,0,0,0
o msn corrigindo a cara de pau da imprensa brasileira ao vivo,1,0,0,0,0,0,0
meno eu chorei sentir pra caralho mas também não sai perdendo não vai tomar no cu pô kkk,1,1,0,0,0,0,0
meu deus pinto apontada pô céu,0,1,0,0,0,0,0
to vendo vôlei do brasil e puta que pariu está uma merda,1,1,0,0,0,0,0
retweeet ignora que gama ata se depender de mim a gente não se fala nunca mais eu em frescura atoa do caralho,1,1,0,0,0,0,0
meu pau na tua boca,1,1,0,0,0,0,0
esse e o momento mais gols . serio . que casal da porra !,0,1,0,0,0,0,0
tu posto ontem que nunca ia parar de fumar retardado,1,0,0,0,0,0,0
cada dia eu fico mais surpresa e assustada com a natal serio puta que pariu,0,1,0,0,0,0,0
que frio e esse caralho,0,1,0,0,0,0,0
puta que pariu que role,0,1,0,0,0,0,0
eu não sei quem e mais chato o coach ou quem gosta de coach . puta que me pariu,1,1,0,0,0,0,0
kkk sai você capeta .,1,0,0,0,0,0,0
to de boa sinistro dessa bixa,1,0,0,1,0,0,0
que isso porra tu so tem anos,1,1,0,0,0,0,0
kkk puta que pariu olha onde eu vim te encontrar,0,1,0,0,0,0,0
odeio quem usa o tinder como publicidade pro instagram deles tomar no cu da o match fala mal do chat do tinder então pede pra seguir no insta e nunca mais chama enfia o follow no cu meu anjo,1,1,0,0,0,0,0
eu também tinha quando eu ia pros jogos filho da puta,1,1,0,0,0,0,0
vá se foder jornaleiro militante ! ninguém alem da mídia militante e dos esquerdistas idiotas se importaram com a fala do presidente mesmo porque ele não contou nenhuma mentira mas apenas disse o que era sabido na época dos acontecimentos . para de falar merda !,1,1,0,0,0,0,0
deixa de ser retardada rosto de gato com lagrimas de alegria,1,0,0,0,0,0,0
lixo,1,0,0,0,0,0,0
puta que pariu eu te amo kkkmkkkmkkk,0,1,0,0,0,0,0
kkk esse leite condensado e todo seu cretina rosto sorridente com olhos de coração rosto mandando um beijo também quero brigadeiro rosto saboreando comida,1,0,0,0,0,0,0
hoje eu mando algum cliente ir pra puta que pariu,1,1,0,0,0,0,0
caralho esse tipo de pensamento e muito coisa de afetado kkk,1,1,0,0,0,0,0
ele e um imbecil e idiota . me ofendeu de graça e do nada me atacou de ser mortadela . quando na verdade quem da pistas de ser e ele . da retweeet em segui da tremura que so tem esquerdistas . eu não tenho duvidas sobre ele . ele deveria ser mais humilde e educado com as pessoas !,1,0,0,0,0,0,0
sei la essa viagem tem sido estão perfeita quando eu chegar vou ficar triste viu puta que pariu,0,1,0,0,0,0,0
você não está gordo está fraco rosto sorridente com olhos sorridentes,1,0,0,0,0,0,0
muito azarada kkk vai tomar no cu,1,1,0,0,0,0,0
isso mesmo leonardo ele e um idiota falador de merda mas montou uma puta equipe e os resultados começam a aparecer .,1,0,0,0,0,0,0
retweeet esses menor que estão vindo agora estão mais embalados do que presente puta que pariu kkk,0,1,0,0,0,0,0
retweeet que porra de nudez puxa uma musica do pixote pra gente fazer um dueto,0,1,0,0,0,0,0
vai te toma no cu inquinada,1,1,0,0,0,0,0
sim mano fora a demora . são testes que não comprovam porra nenhuma bagulho mais fácil que tudo,0,1,0,0,0,0,0
retweeet carol condessa e igor ferraz não cansa de passar vergonha no insta não ? o cara acha que tem dinheiro pode falar mal e zoar .,1,0,0,0,0,0,0
sapatão e foda não pode beber que vai atrás das ex eu hein,1,0,0,1,0,0,0
retweeet nesse frio era so uma conchinha hein puta que pariu,0,1,0,0,0,0,0
